Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,E1,E2,E3,G12,G23,G31,nu12,nu13,nu23,Equivalent Stress Maximum (MPa),Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa],Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum (mm/mm),Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1],Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status,Plate Length (mm),Plate Width (mm),Nx_true (N/mm),Ny_true (N/mm),Nxy_true (N/mm)
86,48.5,0.2,3499,0,90,90,90,90,0,Cross-Ply,113352.5,9077.5,9077.5,13764.5,8258.699999999999,13764.5,0.27725,0.27725,0.3412,294.334,76.432455,192.526098,117.256684,0.004205,0.001078,0.002701,0.001209,0.63072,1.341,No Fail,150.0,100.0,34.99,0.0,0.0
87,48.6,0.2,4246,0,90,90,90,90,0,Cross-Ply,113579.0,9089.0,9089.0,13790.2,8274.12,13790.2,0.2771,0.2771,0.34112,454.102,118.054881,297.864151,180.399453,0.006487,0.001656,0.004161,0.001873,0.97307,1.797,No Fail,150.0,100.0,42.46,0.0,0.0
88,48.7,0.2,2166,0,90,90,90,90,0,Cross-Ply,113805.5,9100.5,9100.5,13815.9,8289.54,13815.9,0.27695,0.27695,0.34104,135.38,35.190579,89.093569,53.593356,0.001934,0.000492,0.001239,0.000561,0.2901,0.887,FAIL,150.0,100.0,21.66,0.0,0.0
89,48.8,0.2,3009,0,90,90,90,90,0,Cross-Ply,114032.0,9112.0,9112.0,13841.6,8304.96,13841.6,0.2768,0.2768,0.34096,340.351,88.346383,224.82794,134.169548,0.004862,0.001231,0.003113,0.001416,0.72932,1.472,No Fail,150.0,100.0,30.09,0.0,0.0
90,48.9,0.2,3135,0,90,90,90,90,0,Cross-Ply,114258.5,9123.5,9123.5,13867.3,8320.38,13867.3,0.2766499999999999,0.2766499999999999,0.34088,313.853,81.251065,208.198404,123.119424,0.004484,0.001131,0.00287,0.001312,0.67254,1.397,No Fail,150.0,100.0,31.35,0.0,0.0
91,49.0,0.2,3857,0,90,90,90,90,0,Cross-Ply,114485.0,9135.0,9135.0,13893.0,8335.8,13893.0,0.2764999999999999,0.2764999999999999,0.3408,368.856,95.116767,245.823563,143.893685,0.005269,0.001323,0.003372,0.00155,0.79041,1.554,No Fail,150.0,100.0,38.57,0.0,0.0
92,49.1,0.2,1844,0,90,90,90,90,0,Cross-Ply,114711.5,9146.5,9146.5,13918.7,8351.22,13918.7,0.27635,0.27635,0.34072,69.559,17.844943,46.592247,26.967684,0.000994,0.000249,0.000636,0.000294,0.14906,0.699,FAIL,150.0,100.0,18.44,0.0,0.0
93,49.2,0.2,2688,0,90,90,90,90,0,Cross-Ply,114938.0,9158.0,9158.0,13944.4,8366.640000000001,13944.4,0.2762,0.2762,0.34064,257.612,65.669555,173.495391,99.195887,0.00368,0.000917,0.002358,0.001094,0.55203,1.236,No Fail,150.0,100.0,26.88,0.0,0.0
94,49.3,0.2,2370,0,90,90,90,90,0,Cross-Ply,115164.5,9169.5,9169.5,13970.1,8382.06,13970.1,0.27605,0.27605,0.34056,155.138,39.25002,105.089311,59.296236,0.002216,0.00055,0.001421,0.000663,0.33244,0.943,FAIL,150.0,100.0,23.7,0.0,0.0
95,49.4,0.2,3070,0,90,90,90,90,0,Cross-Ply,115391.0,9181.0,9181.0,13995.8,8397.48,13995.8,0.2759,0.2759,0.34048,336.152,84.311058,229.107927,127.4629,0.004802,0.001186,0.003084,0.001444,0.72033,1.46,No Fail,150.0,100.0,30.7,0.0,0.0
96,49.5,0.2,2475,0,90,90,90,90,0,Cross-Ply,115617.5,9192.5,9192.5,14021.5,8412.9,14021.5,0.27575,0.27575,0.3404,226.999,56.379617,155.713436,85.346178,0.003243,0.000798,0.002086,0.000981,0.48643,1.149,No Fail,150.0,100.0,24.75,0.0,0.0
97,49.6,0.2,4731,0,90,90,90,90,0,Cross-Ply,115844.0,9204.0,9204.0,14047.2,8428.32,14047.2,0.2756,0.2756,0.3403199999999999,547.574,134.534717,378.150003,204.034865,0.007822,0.001916,0.005042,0.002381,1.17337,2.064,No Fail,150.0,100.0,47.31,0.0,0.0
98,49.7,0.2,4515,0,90,90,90,90,0,Cross-Ply,116070.5,9215.5,9215.5,14072.9,8443.74,14072.9,0.27545,0.27545,0.34024,493.45,119.811124,343.156678,182.143423,0.007049,0.00172,0.004554,0.002159,1.05739,1.91,No Fail,150.0,100.0,45.15,0.0,0.0
99,49.8,0.2,1677,0,90,90,90,90,0,Cross-Ply,116297.0,9227.0,9227.0,14098.6,8459.16,14098.6,0.2753,0.2753,0.34016,104.729,25.106192,73.3568,38.280078,0.001496,0.000363,0.000969,0.000461,0.22442,0.799,FAIL,150.0,100.0,16.77,0.0,0.0
100,49.9,0.2,4426,0,90,90,90,90,0,Cross-Ply,116523.5,9238.5,9238.5,14124.3,8474.58,14124.3,0.27515,0.27515,0.34008,408.339,96.565942,288.138709,147.743984,0.005833,0.001411,0.00379,0.001809,0.87501,1.667,No Fail,150.0,100.0,44.26,0.0,0.0
101,50.0,0.2,4742,0,90,90,90,90,0,Cross-Ply,116750.0,9250.0,9250.0,14150.0,8490.0,14150.0,0.275,0.275,0.3399999999999999,454.074,105.848295,322.83822,162.580527,0.006487,0.001563,0.004228,0.002025,0.97302,1.797,No Fail,150.0,100.0,47.42,0.0,0.0
102,50.1,0.2,2082,0,90,90,90,90,0,Cross-Ply,116976.5,9261.5,9261.5,14175.7,8505.42,14175.7,0.27485,0.27485,0.33992,118.808,27.281057,85.121414,42.085652,0.001697,0.000407,0.00111,0.000533,0.25459,0.839,FAIL,150.0,100.0,20.82,0.0,0.0
103,50.2,0.2,2248,0,90,90,90,90,0,Cross-Ply,117203.0,9273.0,9273.0,14201.4,8520.84,14201.4,0.2747,0.2747,0.33984,188.647,42.64528,136.21416,66.100284,0.002695,0.000644,0.00177,0.000852,0.40424,1.039,No Fail,150.0,100.0,22.48,0.0,0.0
104,50.3,0.2,1705,0,90,90,90,90,0,Cross-Ply,117429.5,9284.5,9284.5,14227.1,8536.26,14227.1,0.27455,0.27455,0.33976,128.152,28.506661,93.262821,44.410817,0.001831,0.000436,0.001207,0.000583,0.27461,0.866,FAIL,150.0,100.0,17.05,0.0,0.0
105,50.4,0.2,4949,0,90,90,90,90,0,Cross-Ply,117656.0,9296.0,9296.0,14252.8,8551.679999999998,14252.8,0.2744,0.2744,0.33968,559.188,122.355633,410.176519,191.647706,0.007988,0.001894,0.005289,0.00256,1.19826,2.098,No Fail,150.0,100.0,49.49,0.0,0.0
106,50.5,0.2,4244,0,90,90,90,90,0,Cross-Ply,117882.5,9307.5,9307.5,14278.5,8567.1,14278.5,0.27425,0.27425,0.3396,481.234,103.554167,355.799767,163.111877,0.006875,0.001624,0.004572,0.002218,1.03122,1.875,No Fail,150.0,100.0,42.44,0.0,0.0
107,50.6,0.2,2981,0,90,90,90,90,0,Cross-Ply,118109.0,9319.0,9319.0,14304.2,8582.52,14304.2,0.2741,0.2741,0.33952,289.368,61.230148,215.640712,97.004968,0.004134,0.000973,0.002762,0.001343,0.62008,1.327,No Fail,150.0,100.0,29.81,0.0,0.0
108,50.7,0.2,4984,0,90,90,90,90,0,Cross-Ply,118335.5,9330.5,9330.5,14329.9,8597.939999999999,14329.9,0.2739499999999999,0.2739499999999999,0.3394399999999999,487.519,101.444852,366.172212,161.662877,0.006965,0.001632,0.004677,0.002277,1.04468,1.893,No Fail,150.0,100.0,49.84,0.0,0.0
109,50.8,0.2,4014,0,90,90,90,90,0,Cross-Ply,118562.0,9342.0,9342.0,14355.6,8613.36,14355.6,0.2738,0.2738,0.33936,412.543,84.433782,312.282646,135.349092,0.005893,0.001376,0.003977,0.00194,0.88402,1.679,No Fail,150.0,100.0,40.14,0.0,0.0
110,50.9,0.2,2538,0,90,90,90,90,0,Cross-Ply,118788.5,9353.5,9353.5,14381.3,8628.779999999999,14381.3,0.2736499999999999,0.2736499999999999,0.33928,270.646,54.501604,206.454869,87.877673,0.003866,0.000899,0.002623,0.001281,0.57996,1.273,No Fail,150.0,100.0,25.38,0.0,0.0
111,51.0,0.2,3527,0,90,90,90,90,0,Cross-Ply,119015.0,9365.0,9365.0,14407.0,8644.199999999999,14407.0,0.2734999999999999,0.2734999999999999,0.3392,293.712,58.225219,225.756087,94.415731,0.004196,0.000973,0.002862,0.001399,0.62938,1.339,No Fail,150.0,100.0,35.27,0.0,0.0
112,51.1,0.2,4118,0,90,90,90,90,0,Cross-Ply,119241.5,9376.5,9376.5,14432.7,8659.62,14432.7,0.27335,0.27335,0.33912,427.995,83.579739,331.428456,136.267827,0.006114,0.001412,0.004193,0.002052,0.91713,1.723,No Fail,150.0,100.0,41.18,0.0,0.0
113,51.2,0.2,3545,0,90,90,90,90,0,Cross-Ply,119468.0,9388.0,9388.0,14458.4,8675.039999999999,14458.4,0.2732,0.2732,0.33904,416.344,80.158326,324.762511,131.357829,0.005948,0.001369,0.004102,0.002009,0.89217,1.69,No Fail,150.0,100.0,35.45,0.0,0.0
114,51.3,0.2,4485,0,90,90,90,90,0,Cross-Ply,119694.5,9399.5,9399.5,14484.1,8690.46,14484.1,0.27305,0.27305,0.33896,481.58,91.501637,378.324278,150.649667,0.00688,0.001579,0.004772,0.002339,1.03196,1.876,No Fail,150.0,100.0,44.85,0.0,0.0
115,51.4,0.2,4863,0,90,90,90,90,0,Cross-Ply,119921.0,9411.0,9411.0,14509.8,8705.88,14509.8,0.2729,0.2729,0.33888,577.099,108.335696,456.498098,179.110913,0.008244,0.001885,0.005751,0.00282,1.23664,2.149,No Fail,150.0,100.0,48.63,0.0,0.0
116,51.5,0.2,2150,0,90,90,90,90,0,Cross-Ply,120147.5,9422.5,9422.5,14535.5,8721.3,14535.5,0.27275,0.27275,0.3388,229.276,42.579495,182.575399,70.648925,0.003275,0.000747,0.002298,0.001127,0.49131,1.155,No Fail,150.0,100.0,21.5,0.0,0.0
117,51.6,0.2,3863,0,90,90,90,90,0,Cross-Ply,120374.0,9434.0,9434.0,14561.2,8736.72,14561.2,0.2726,0.2726,0.33872,387.404,71.276215,310.482267,118.608272,0.005534,0.001258,0.003906,0.001916,0.83015,1.607,No Fail,150.0,100.0,38.63,0.0,0.0
118,51.7,0.2,1920,0,90,90,90,90,0,Cross-Ply,120600.5,9445.5,9445.5,14586.9,8752.14,14586.9,0.2724499999999999,0.2724499999999999,0.33864,178.341,32.556687,143.813385,54.294756,0.002548,0.000577,0.001809,0.000887,0.38216,1.01,No Fail,150.0,100.0,19.2,0.0,0.0
119,51.8,0.2,2362,0,90,90,90,90,0,Cross-Ply,120827.0,9457.0,9457.0,14612.6,8767.56,14612.6,0.2723,0.2723,0.3385599999999999,150.234,27.25712,121.86274,45.520105,0.002146,0.000485,0.001533,0.000752,0.32193,0.929,FAIL,150.0,100.0,23.62,0.0,0.0
120,51.9,0.2,3668,0,90,90,90,90,0,Cross-Ply,121053.5,9468.5,9468.5,14638.3,8782.98,14638.3,0.27215,0.27215,0.33848,361.678,65.32907,295.02026,109.163066,0.005167,0.001165,0.003712,0.00182,0.77502,1.533,No Fail,150.0,100.0,36.68,0.0,0.0
121,52.0,0.2,3543,0,90,90,90,90,0,Cross-Ply,121280.0,9480.0,9480.0,14664.0,8798.4,14664.0,0.272,0.272,0.3384,368.319,66.352482,302.027911,110.841197,0.005262,0.001183,0.003802,0.001864,0.78925,1.552,No Fail,150.0,100.0,35.43,0.0,0.0
122,52.1,0.2,4771,0,90,90,90,90,0,Cross-Ply,121506.5,9491.5,9491.5,14689.7,8813.82,14689.7,0.27185,0.27185,0.3383199999999999,516.827,93.029062,425.913779,155.225028,0.007383,0.001656,0.005366,0.002629,1.10749,1.977,No Fail,150.0,100.0,47.71,0.0,0.0
123,52.2,0.2,4007,0,90,90,90,90,0,Cross-Ply,121733.0,9503.0,9503.0,14715.4,8829.24,14715.4,0.2717,0.2717,0.33824,457.918,82.508415,379.11651,137.393863,0.006542,0.001464,0.004782,0.002341,0.98125,1.808,No Fail,150.0,100.0,40.07,0.0,0.0
124,52.3,0.2,2885,0,90,90,90,90,0,Cross-Ply,121959.5,9514.5,9514.5,14741.1,8844.66,14741.1,0.27155,0.27155,0.33816,305.347,55.173679,253.885049,91.614414,0.004362,0.000974,0.003207,0.001569,0.65431,1.372,No Fail,150.0,100.0,28.85,0.0,0.0
125,52.4,0.2,2550,0,90,90,90,90,0,Cross-Ply,122186.0,9526.0,9526.0,14766.8,8860.08,14766.8,0.2714,0.2714,0.33808,203.936,37.019782,170.232055,61.246621,0.002913,0.000649,0.002153,0.001053,0.437,1.083,No Fail,150.0,100.0,25.5,0.0,0.0
126,52.5,0.2,4132,0,90,90,90,90,0,Cross-Ply,122412.5,9537.5,9537.5,14792.5,8875.5,14792.5,0.27125,0.27125,0.3379999999999999,459.626,83.963993,385.032527,138.304003,0.006566,0.00146,0.004881,0.002384,0.98491,1.813,No Fail,150.0,100.0,41.32,0.0,0.0
127,52.6,0.2,3104,0,90,90,90,90,0,Cross-Ply,122639.0,9549.0,9549.0,14818.2,8890.92,14818.2,0.2711,0.2711,0.33792,356.152,65.581704,299.303202,107.479072,0.005088,0.00113,0.003802,0.001855,0.76318,1.518,No Fail,150.0,100.0,31.04,0.0,0.0
128,52.7,0.2,4986,0,90,90,90,90,0,Cross-Ply,122865.5,9560.5,9560.5,14843.9,8906.34,14843.9,0.2709499999999999,0.2709499999999999,0.33784,482.401,89.676665,406.538648,146.137103,0.006891,0.001527,0.005177,0.002523,1.03372,1.878,No Fail,150.0,100.0,49.86,0.0,0.0
129,52.8,0.2,2246,0,90,90,90,90,0,Cross-Ply,123092.0,9572.0,9572.0,14869.6,8921.76,14869.6,0.2708,0.2708,0.33776,242.807,45.631942,205.118206,73.904052,0.003469,0.000768,0.002619,0.001275,0.5203,1.194,No Fail,150.0,100.0,22.46,0.0,0.0
130,52.9,0.2,4766,0,90,90,90,90,0,Cross-Ply,123318.5,9583.5,9583.5,14895.3,8937.179999999998,14895.3,0.2706499999999999,0.2706499999999999,0.33768,550.159,104.661353,465.703914,168.392754,0.007859,0.001737,0.005963,0.0029,1.17891,2.072,No Fail,150.0,100.0,47.66,0.0,0.0
131,53.0,0.2,4577,0,90,90,90,90,0,Cross-Ply,123545.0,9595.0,9595.0,14921.0,8952.6,14921.0,0.2704999999999999,0.2704999999999999,0.3376,443.949,85.58782,376.409607,136.756902,0.006342,0.0014,0.004835,0.002349,0.95132,1.768,No Fail,150.0,100.0,45.77,0.0,0.0
132,53.1,0.2,2052,0,90,90,90,90,0,Cross-Ply,123771.5,9606.5,9606.5,14946.7,8968.02,14946.7,0.27035,0.27035,0.33752,178.101,34.829677,151.190889,55.257761,0.002544,0.000561,0.001949,0.000945,0.38165,1.009,No Fail,150.0,100.0,20.52,0.0,0.0
133,53.2,0.2,3962,0,90,90,90,90,0,Cross-Ply,123998.0,9618.0,9618.0,14972.4,8983.439999999999,14972.4,0.2702,0.2702,0.3374399999999999,368.981,73.256412,313.486906,115.384132,0.005271,0.001162,0.004055,0.001965,0.79067,1.554,No Fail,150.0,100.0,39.62,0.0,0.0
134,53.3,0.2,4955,0,90,90,90,90,0,Cross-Ply,124224.5,9629.5,9629.5,14998.1,8998.859999999999,14998.1,0.27005,0.27005,0.33736,529.36,106.766643,449.931457,166.949653,0.007562,0.001665,0.005842,0.002827,1.13434,2.012,No Fail,150.0,100.0,49.55,0.0,0.0
135,53.4,0.2,1527,0,90,90,90,90,0,Cross-Ply,124451.0,9641.0,9641.0,15023.8,9014.28,15023.8,0.2699,0.2699,0.33728,71.289,14.613834,60.592781,22.688073,0.001018,0.000224,0.00079,0.000382,0.15276,0.704,FAIL,150.0,100.0,15.27,0.0,0.0
136,53.5,0.2,2548,0,90,90,90,90,0,Cross-Ply,124677.5,9652.5,9652.5,15049.5,9029.7,15049.5,0.26975,0.26975,0.3372,184.455,38.444543,156.716674,59.26859,0.002635,0.00058,0.002052,0.00099,0.39526,1.027,No Fail,150.0,100.0,25.48,0.0,0.0
137,53.6,0.2,4786,0,90,90,90,90,0,Cross-Ply,124904.0,9664.0,9664.0,15075.2,9045.12,15075.2,0.2696,0.2696,0.33712,500.218,106.019238,424.65298,162.345468,0.007146,0.001572,0.005584,0.002691,1.0719,1.929,No Fail,150.0,100.0,47.86,0.0,0.0
138,53.7,0.2,1904,0,90,90,90,90,0,Cross-Ply,125130.5,9675.5,9675.5,15100.9,9060.54,15100.9,0.2694499999999999,0.2694499999999999,0.33704,189.602,40.866115,160.765302,62.176571,0.002709,0.000596,0.002124,0.001022,0.40629,1.042,No Fail,150.0,100.0,19.04,0.0,0.0
139,53.8,0.2,3436,0,90,90,90,90,0,Cross-Ply,125357.0,9687.0,9687.0,15126.6,9075.96,15126.6,0.2693,0.2693,0.33696,395.461,86.670585,334.775183,131.073638,0.005649,0.001243,0.004443,0.002135,0.84742,1.63,No Fail,150.0,100.0,34.36,0.0,0.0
140,53.9,0.2,3617,0,90,90,90,90,0,Cross-Ply,125583.5,9698.5,9698.5,15152.3,9091.38,15152.3,0.26915,0.26915,0.33688,397.481,88.557747,335.809817,133.183177,0.005678,0.00125,0.004478,0.00215,0.85175,1.636,No Fail,150.0,100.0,36.17,0.0,0.0
141,54.0,0.2,2213,0,90,90,90,90,0,Cross-Ply,125810.0,9710.0,9710.0,15178.000000000002,9106.8,15178.000000000002,0.269,0.269,0.3368,153.337,34.716777,129.235138,51.947388,0.002191,0.000482,0.001733,0.00083,0.32858,0.938,FAIL,150.0,100.0,22.13,0.0,0.0
142,54.1,0.2,2424,0,90,90,90,90,0,Cross-Ply,126036.5,9721.5,9721.5,15203.700000000004,9122.22,15203.700000000004,0.26885,0.26885,0.33672,192.241,44.208959,161.572673,65.853452,0.002746,0.000605,0.002177,0.001042,0.41195,1.049,No Fail,150.0,100.0,24.24,0.0,0.0
143,54.2,0.2,4669,0,90,90,90,90,0,Cross-Ply,126263.0,9733.0,9733.0,15229.4,9137.64,15229.4,0.2687,0.2687,0.33664,507.779,118.536954,425.421355,175.88363,0.007254,0.0016,0.005762,0.002754,1.0881,1.951,No Fail,150.0,100.0,46.69,0.0,0.0
144,54.3,0.2,1823,0,90,90,90,90,0,Cross-Ply,126489.5,9744.5,9744.5,15255.1,9153.06,15255.1,0.26855,0.26855,0.3365599999999999,84.956,20.118148,70.924927,29.753399,0.001214,0.000268,0.000966,0.000461,0.18205,0.743,FAIL,150.0,100.0,18.23,0.0,0.0
145,54.4,0.2,2468,0,90,90,90,90,0,Cross-Ply,126716.0,9756.0,9756.0,15280.8,9168.48,15280.8,0.2683999999999999,0.2683999999999999,0.33648,225.914,54.226712,187.866591,79.987778,0.003227,0.000713,0.002572,0.001226,0.4841,1.145,No Fail,150.0,100.0,24.68,0.0,0.0
146,54.5,0.2,4199,0,90,90,90,90,0,Cross-Ply,126942.5,9767.5,9767.5,15306.500000000002,9183.9,15306.500000000002,0.26825,0.26825,0.3364,509.789,123.926118,422.127625,182.443591,0.007283,0.001611,0.005812,0.002767,1.09241,1.957,No Fail,150.0,100.0,41.99,0.0,0.0
147,54.6,0.2,2417,0,90,90,90,90,0,Cross-Ply,127169.0,9779.0,9779.0,15332.200000000004,9199.320000000002,15332.200000000004,0.2681,0.2681,0.3363199999999999,190.924,46.960175,157.365881,69.047975,0.002727,0.000604,0.002178,0.001036,0.40912,1.045,No Fail,150.0,100.0,24.17,0.0,0.0
148,54.7,0.2,3431,0,90,90,90,90,0,Cross-Ply,127395.5,9790.5,9790.5,15357.9,9214.74,15357.9,0.2679499999999999,0.2679499999999999,0.33624,311.034,77.328632,255.09939,113.637438,0.004443,0.000986,0.003552,0.001687,0.6665,1.389,No Fail,150.0,100.0,34.31,0.0,0.0
149,54.8,0.2,1534,0,90,90,90,90,0,Cross-Ply,127622.0,9801.999999999998,9801.999999999998,15383.6,9230.159999999998,15383.6,0.2678,0.2678,0.33616,102.013,25.609024,83.227857,37.639233,0.001457,0.000324,0.001165,0.000553,0.2186,0.791,FAIL,150.0,100.0,15.34,0.0,0.0
150,54.9,0.2,4591,0,90,90,90,90,0,Cross-Ply,127848.5,9813.499999999998,9813.499999999998,15409.299999999996,9245.579999999998,15409.299999999996,0.26765,0.26765,0.33608,552.063,139.782059,447.898306,205.623714,0.007887,0.001756,0.00631,0.00299,1.18299,2.077,No Fail,150.0,100.0,45.91,0.0,0.0
151,55.0,0.2,3410,0,90,90,90,90,0,Cross-Ply,128075.0,9825.0,9825.0,15435.000000000002,9261.0,15435.000000000002,0.2674999999999999,0.2674999999999999,0.3359999999999999,286.744,73.144921,231.27832,107.767145,0.004096,0.000914,0.003277,0.001551,0.61445,1.319,No Fail,150.0,100.0,34.1,0.0,0.0
152,55.1,0.2,3539,0,90,90,90,90,0,Cross-Ply,128301.5,9836.5,9836.5,15460.700000000004,9276.420000000002,15460.700000000004,0.26735,0.26735,0.33592,312.953,80.330816,250.869836,118.622969,0.004471,0.001,0.003575,0.00169,0.67061,1.394,No Fail,150.0,100.0,35.39,0.0,0.0
153,55.2,0.2,1946,0,90,90,90,90,0,Cross-Ply,128528.0,9848.0,9848.0,15486.4,9291.84,15486.4,0.2672,0.2672,0.3358399999999999,193.331,49.87595,153.987575,73.869028,0.002762,0.000619,0.002207,0.001042,0.41428,1.052,No Fail,150.0,100.0,19.46,0.0,0.0
154,55.3,0.2,4646,0,90,90,90,90,0,Cross-Ply,128754.5,9859.499999999998,9859.499999999998,15512.1,9307.259999999998,15512.1,0.26705,0.26705,0.33576,528.639,136.898538,418.26544,203.493123,0.007552,0.001696,0.00603,0.002844,1.1328,2.01,No Fail,150.0,100.0,46.46,0.0,0.0
155,55.4,0.2,4512,0,90,90,90,90,0,Cross-Ply,128981.0,9870.999999999998,9870.999999999998,15537.799999999996,9322.679999999998,15537.799999999996,0.2669,0.2669,0.33568,446.556,115.936786,350.896591,173.077576,0.006379,0.001437,0.005087,0.002397,0.95691,1.776,No Fail,150.0,100.0,45.12,0.0,0.0
156,55.5,0.2,2235,0,90,90,90,90,0,Cross-Ply,129207.5,9882.5,9882.5,15563.500000000002,9338.1,15563.500000000002,0.26675,0.26675,0.3356,132.397,34.417555,103.300443,51.635654,0.001891,0.000427,0.001506,0.000709,0.28371,0.878,FAIL,150.0,100.0,22.35,0.0,0.0
157,55.6,0.2,1860,0,90,90,90,90,0,Cross-Ply,129434.0,9894.0,9894.0,15589.200000000004,9353.52,15589.200000000004,0.2666,0.2666,0.33552,168.553,43.81706,130.557169,66.105256,0.002408,0.000545,0.001914,0.0009,0.36118,0.982,FAIL,150.0,100.0,18.6,0.0,0.0
158,55.7,0.2,4594,0,90,90,90,90,0,Cross-Ply,129660.5,9905.5,9905.5,15614.9,9368.94,15614.9,0.2664499999999999,0.2664499999999999,0.3354399999999999,459.495,119.300079,353.27593,181.100597,0.006564,0.001491,0.005208,0.002447,0.98463,1.813,No Fail,150.0,100.0,45.94,0.0,0.0
159,55.8,0.2,3672,0,90,90,90,90,0,Cross-Ply,129887.0,9917.0,9917.0,15640.6,9384.36,15640.6,0.2663,0.2663,0.33536,387.104,100.251655,295.371534,153.217924,0.00553,0.00126,0.004378,0.002055,0.82951,1.606,No Fail,150.0,100.0,36.72,0.0,0.0
160,55.9,0.2,4755,0,90,90,90,90,0,Cross-Ply,130113.5,9928.5,9928.5,15666.299999999996,9399.78,15666.299999999996,0.26615,0.26615,0.33528,563.204,145.307911,426.445398,223.710611,0.008046,0.001838,0.006353,0.00298,1.20687,2.109,No Fail,150.0,100.0,47.55,0.0,0.0
161,56.0,0.2,4917,0,90,90,90,90,0,Cross-Ply,130340.0,9940.0,9940.0,15692.000000000002,9415.2,15692.000000000002,0.266,0.266,0.3352,490.879,126.01457,368.798025,195.534996,0.007013,0.001607,0.005523,0.002588,1.05188,1.903,No Fail,150.0,100.0,49.17,0.0,0.0
162,56.1,0.2,4585,0,90,90,90,90,0,Cross-Ply,130566.5,9951.5,9951.5,15717.700000000004,9430.62,15717.700000000004,0.26585,0.26585,0.33512,454.192,115.872871,338.564062,181.302726,0.006488,0.001492,0.005094,0.002386,0.97327,1.798,No Fail,150.0,100.0,45.85,0.0,0.0
163,56.2,0.2,4078,0,90,90,90,90,0,Cross-Ply,130793.0,9963.0,9963.0,15743.4,9446.04,15743.4,0.2657,0.2657,0.33504,491.021,124.343837,363.13738,196.273618,0.007015,0.001619,0.00549,0.002569,1.05219,1.903,No Fail,150.0,100.0,40.78,0.0,0.0
164,56.3,0.2,4758,0,90,90,90,90,0,Cross-Ply,131019.5,9974.5,9974.5,15769.1,9461.46,15769.1,0.26555,0.26555,0.33496,540.188,135.628981,396.350498,216.064682,0.007717,0.001787,0.006018,0.002814,1.15755,2.043,No Fail,150.0,100.0,47.58,0.0,0.0
165,56.4,0.2,4524,0,90,90,90,90,0,Cross-Ply,131246.0,9986.0,9986.0,15794.799999999996,9476.879999999996,15794.799999999996,0.2654,0.2654,0.33488,447.303,111.227616,325.616234,178.894341,0.00639,0.001485,0.004965,0.00232,0.95851,1.778,No Fail,150.0,100.0,45.24,0.0,0.0
166,56.5,0.2,2434,0,90,90,90,90,0,Cross-Ply,131472.5,9997.5,9997.5,15820.499999999998,9492.3,15820.499999999998,0.26525,0.26525,0.3348,170.245,41.88223,122.960867,68.030586,0.002432,0.000567,0.001882,0.000879,0.36481,0.986,FAIL,150.0,100.0,24.34,0.0,0.0
167,56.6,0.2,1878,0,90,90,90,90,0,Cross-Ply,131699.0,10009.0,10009.0,15846.200000000004,9507.72,15846.200000000004,0.2651,0.2651,0.33472,100.007,24.316242,71.670825,39.900265,0.001429,0.000335,0.001101,0.000514,0.2143,0.786,FAIL,150.0,100.0,18.78,0.0,0.0
168,56.7,0.2,4505,0,90,90,90,90,0,Cross-Ply,131925.5,10020.5,10020.5,15871.9,9523.14,15871.9,0.2649499999999999,0.2649499999999999,0.33464,435.544,104.56895,309.747218,173.370801,0.006222,0.001462,0.004775,0.002227,0.93331,1.744,No Fail,150.0,100.0,45.05,0.0,0.0
169,56.8,0.2,4358,0,90,90,90,90,0,Cross-Ply,132152.0,10032.0,10032.0,15897.6,9538.56,15897.6,0.2648,0.2648,0.3345599999999999,501.902,118.883005,354.253782,199.181114,0.00717,0.001691,0.005478,0.002553,1.0755,1.934,No Fail,150.0,100.0,43.58,0.0,0.0
170,56.9,0.2,2568,0,90,90,90,90,0,Cross-Ply,132378.5,10043.5,10043.5,15923.299999999996,9553.979999999998,15923.299999999996,0.26465,0.26465,0.33448,234.238,54.695165,164.112964,92.611226,0.003346,0.000792,0.002544,0.001185,0.50194,1.169,No Fail,150.0,100.0,25.68,0.0,0.0
171,57.0,0.2,2297,0,90,90,90,90,0,Cross-Ply,132605.0,10055.0,10055.0,15948.999999999998,9569.399999999998,15948.999999999998,0.2644999999999999,0.2644999999999999,0.3344,154.164,35.462123,107.236153,60.682609,0.002202,0.000523,0.001666,0.000776,0.33035,0.94,FAIL,150.0,100.0,22.97,0.0,0.0
172,57.1,0.2,2176,0,90,90,90,90,0,Cross-Ply,132831.5,10066.500000000002,10066.500000000002,15974.700000000004,9584.820000000002,15974.700000000004,0.26435,0.26435,0.3343199999999999,240.102,54.376326,165.852645,94.028055,0.00343,0.000819,0.002583,0.001202,0.5145,1.186,No Fail,150.0,100.0,21.76,0.0,0.0
