Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,Equivalent Stress Maximum (MPa),Equivalent Elastic Strain Maximum (mm/mm),Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status
956,60.2,0.2,3504,45,-45,45,-45,45,-45,Angle-Ply,287.889,0.004113,0.6169,1.323,No Fail
957,60.3,0.2,2648,45,-45,45,-45,45,-45,Angle-Ply,233.844,0.003341,0.5011,1.168,No Fail
958,60.4,0.2,1907,45,-45,45,-45,45,-45,Angle-Ply,113.742,0.001625,0.24373,0.825,FAIL
959,60.5,0.2,3541,45,-45,45,-45,45,-45,Angle-Ply,324.246,0.004632,0.69481,1.426,No Fail
960,60.6,0.2,3286,45,-45,45,-45,45,-45,Angle-Ply,309.1,0.004416,0.66236,1.383,No Fail
961,60.7,0.2,3087,45,-45,45,-45,45,-45,Angle-Ply,210.059,0.003001,0.45013,1.1,No Fail
962,60.8,0.2,3099,45,-45,45,-45,45,-45,Angle-Ply,243.239,0.003475,0.52123,1.195,No Fail
963,60.9,0.2,3118,45,-45,45,-45,45,-45,Angle-Ply,294.543,0.004208,0.63116,1.342,No Fail
964,61.0,0.2,4031,45,-45,45,-45,45,-45,Angle-Ply,312.253,0.004461,0.66911,1.392,No Fail
965,61.1,0.2,4358,45,-45,45,-45,45,-45,Angle-Ply,391.857,0.005598,0.83969,1.62,No Fail
966,61.2,0.2,3524,45,-45,45,-45,45,-45,Angle-Ply,264.055,0.003772,0.56583,1.254,No Fail
967,61.3,0.2,2706,45,-45,45,-45,45,-45,Angle-Ply,251.341,0.003591,0.53859,1.218,No Fail
968,61.4,0.2,4979,45,-45,45,-45,45,-45,Angle-Ply,494.893,0.00707,1.06048,1.914,No Fail
969,61.5,0.2,1742,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
970,61.6,0.2,1611,45,-45,45,-45,45,-45,Angle-Ply,60.0,0.000857,0.12857,0.671,FAIL
971,61.7,0.2,4191,45,-45,45,-45,45,-45,Angle-Ply,372.514,0.005322,0.79824,1.564,No Fail
972,61.8,0.2,4924,45,-45,45,-45,45,-45,Angle-Ply,413.101,0.005901,0.88522,1.68,No Fail
973,61.9,0.2,2971,45,-45,45,-45,45,-45,Angle-Ply,215.142,0.003073,0.46102,1.115,No Fail
974,62.0,0.2,2839,45,-45,45,-45,45,-45,Angle-Ply,163.349,0.002334,0.35003,0.967,FAIL
975,62.1,0.2,4674,45,-45,45,-45,45,-45,Angle-Ply,374.839,0.005355,0.80323,1.571,No Fail
976,62.2,0.2,3890,45,-45,45,-45,45,-45,Angle-Ply,343.502,0.004907,0.73608,1.481,No Fail
977,62.3,0.2,3388,45,-45,45,-45,45,-45,Angle-Ply,258.382,0.003691,0.55368,1.238,No Fail
978,62.4,0.2,2717,45,-45,45,-45,45,-45,Angle-Ply,186.875,0.00267,0.40045,1.034,No Fail
979,62.5,0.2,3380,45,-45,45,-45,45,-45,Angle-Ply,309.809,0.004426,0.66388,1.385,No Fail
980,62.6,0.2,4048,45,-45,45,-45,45,-45,Angle-Ply,344.015,0.004915,0.73718,1.483,No Fail
981,62.7,0.2,1512,45,-45,45,-45,45,-45,Angle-Ply,103.262,0.001475,0.22128,0.795,FAIL
982,62.8,0.2,2544,45,-45,45,-45,45,-45,Angle-Ply,236.326,0.003376,0.50641,1.175,No Fail
983,62.9,0.2,3406,45,-45,45,-45,45,-45,Angle-Ply,259.062,0.003701,0.55513,1.24,No Fail
984,63.0,0.2,4382,45,-45,45,-45,45,-45,Angle-Ply,379.781,0.005425,0.81382,1.585,No Fail
985,63.1,0.2,2712,45,-45,45,-45,45,-45,Angle-Ply,230.117,0.003287,0.49311,1.157,No Fail
986,63.2,0.2,4781,45,-45,45,-45,45,-45,Angle-Ply,450.571,0.006437,0.96551,1.787,No Fail
987,63.3,0.2,1895,45,-45,45,-45,45,-45,Angle-Ply,90.353,0.001291,0.19361,0.758,FAIL
988,63.4,0.2,2967,45,-45,45,-45,45,-45,Angle-Ply,197.049,0.002815,0.42225,1.063,No Fail
989,63.5,0.2,4593,45,-45,45,-45,45,-45,Angle-Ply,377.326,0.00539,0.80856,1.578,No Fail
990,63.6,0.2,2221,45,-45,45,-45,45,-45,Angle-Ply,202.209,0.002889,0.43331,1.078,No Fail
991,63.7,0.2,1618,45,-45,45,-45,45,-45,Angle-Ply,127.795,0.001826,0.27385,0.865,FAIL
992,63.8,0.2,3962,45,-45,45,-45,45,-45,Angle-Ply,327.281,0.004675,0.70132,1.435,No Fail
993,63.9,0.2,4092,45,-45,45,-45,45,-45,Angle-Ply,400.667,0.005724,0.85857,1.645,No Fail
994,64.0,0.2,2320,45,-45,45,-45,45,-45,Angle-Ply,171.136,0.002445,0.36672,0.989,FAIL
995,64.1,0.2,4523,45,-45,45,-45,45,-45,Angle-Ply,429.025,0.006129,0.91934,1.726,No Fail
996,64.2,0.2,3264,45,-45,45,-45,45,-45,Angle-Ply,310.377,0.004434,0.66509,1.387,No Fail
997,64.3,0.2,4355,45,-45,45,-45,45,-45,Angle-Ply,403.127,0.005759,0.86384,1.652,No Fail
998,64.4,0.2,2616,45,-45,45,-45,45,-45,Angle-Ply,167.542,0.002393,0.35902,0.979,FAIL
999,64.5,0.2,3854,45,-45,45,-45,45,-45,Angle-Ply,315.642,0.004509,0.67638,1.402,No Fail
1000,64.6,0.2,2556,45,-45,45,-45,45,-45,Angle-Ply,205.435,0.002935,0.44022,1.087,No Fail
1001,64.7,0.2,3811,0,45,-45,90,90,-45,Quasi-Isotropic,400.098,0.005716,0.85735,1.643,No Fail
1002,64.8,0.2,2552,0,45,-45,90,90,-45,Quasi-Isotropic,239.685,0.003424,0.51361,1.185,No Fail
1003,64.9,0.2,4820,0,45,-45,90,90,-45,Quasi-Isotropic,531.064,0.007587,1.13799,2.017,No Fail
1004,65.0,0.2,4691,0,45,-45,90,90,-45,Quasi-Isotropic,417.297,0.005961,0.89421,1.692,No Fail
1005,40.0,0.2,2995,0,45,-45,90,90,-45,Quasi-Isotropic,244.305,0.00349,0.52351,1.198,No Fail
1006,40.1,0.2,4903,0,45,-45,90,90,-45,Quasi-Isotropic,488.887,0.006984,1.04762,1.897,No Fail
1007,40.2,0.2,3850,0,45,-45,90,90,-45,Quasi-Isotropic,308.973,0.004414,0.66209,1.383,No Fail
1008,40.3,0.2,2616,0,45,-45,90,90,-45,Quasi-Isotropic,179.572,0.002565,0.3848,1.013,No Fail
1009,40.4,0.2,2022,0,45,-45,90,90,-45,Quasi-Isotropic,152.712,0.002182,0.32724,0.936,FAIL
1010,40.5,0.2,4140,0,45,-45,90,90,-45,Quasi-Isotropic,411.68,0.005881,0.88217,1.676,No Fail
1011,40.6,0.2,4473,0,45,-45,90,90,-45,Quasi-Isotropic,439.901,0.006284,0.94264,1.757,No Fail
1012,40.7,0.2,3977,0,45,-45,90,90,-45,Quasi-Isotropic,401.094,0.00573,0.85949,1.646,No Fail
1013,40.8,0.2,4702,0,45,-45,90,90,-45,Quasi-Isotropic,427.498,0.006107,0.91607,1.721,No Fail
1014,40.9,0.2,4887,0,45,-45,90,90,-45,Quasi-Isotropic,478.984,0.006843,1.02639,1.869,No Fail
1015,41.0,0.2,1969,0,45,-45,90,90,-45,Quasi-Isotropic,129.445,0.001849,0.27738,0.87,FAIL
1016,41.1,0.2,2212,0,45,-45,90,90,-45,Quasi-Isotropic,196.258,0.002804,0.42055,1.061,No Fail
1017,41.2,0.2,4728,0,45,-45,90,90,-45,Quasi-Isotropic,449.73,0.006425,0.96371,1.785,No Fail
1018,41.3,0.2,1824,0,45,-45,90,90,-45,Quasi-Isotropic,77.179,0.001103,0.16538,0.721,FAIL
1019,41.4,0.2,2167,0,45,-45,90,90,-45,Quasi-Isotropic,133.052,0.001901,0.28511,0.88,FAIL
1020,41.5,0.2,3858,0,45,-45,90,90,-45,Quasi-Isotropic,390.727,0.005582,0.83727,1.616,No Fail
1021,41.6,0.2,4558,0,45,-45,90,90,-45,Quasi-Isotropic,434.57,0.006208,0.93122,1.742,No Fail
1022,41.7,0.2,4166,0,45,-45,90,90,-45,Quasi-Isotropic,437.333,0.006248,0.93714,1.75,No Fail
1023,41.8,0.2,3456,0,45,-45,90,90,-45,Quasi-Isotropic,287.801,0.004111,0.61672,1.322,No Fail
1024,41.9,0.2,4543,0,45,-45,90,90,-45,Quasi-Isotropic,447.652,0.006395,0.95925,1.779,No Fail
1025,42.0,0.2,4850,0,45,-45,90,90,-45,Quasi-Isotropic,501.993,0.007171,1.0757,1.934,No Fail
1026,42.1,0.2,4780,0,45,-45,90,90,-45,Quasi-Isotropic,531.767,0.007597,1.1395,2.019,No Fail
1027,42.2,0.2,1911,0,45,-45,90,90,-45,Quasi-Isotropic,73.823,0.001055,0.15819,0.711,FAIL
1028,42.3,0.2,3176,0,45,-45,90,90,-45,Quasi-Isotropic,221.198,0.00316,0.474,1.132,No Fail
1029,42.4,0.2,3615,0,45,-45,90,90,-45,Quasi-Isotropic,364.737,0.005211,0.78158,1.542,No Fail
1030,42.5,0.2,4703,0,45,-45,90,90,-45,Quasi-Isotropic,499.812,0.00714,1.07102,1.928,No Fail
1031,42.6,0.2,4214,0,45,-45,90,90,-45,Quasi-Isotropic,399.466,0.005707,0.856,1.641,No Fail
1032,42.7,0.2,3368,0,45,-45,90,90,-45,Quasi-Isotropic,318.454,0.004549,0.6824,1.41,No Fail
1033,42.8,0.2,2415,0,45,-45,90,90,-45,Quasi-Isotropic,206.745,0.002953,0.44302,1.091,No Fail
1034,42.9,0.2,3240,0,45,-45,90,90,-45,Quasi-Isotropic,287.318,0.004105,0.61568,1.321,No Fail
1035,43.0,0.2,4935,0,45,-45,90,90,-45,Quasi-Isotropic,540.321,0.007719,1.15783,2.044,No Fail
1036,43.1,0.2,4439,0,45,-45,90,90,-45,Quasi-Isotropic,436.348,0.006234,0.93503,1.747,No Fail
1037,43.2,0.2,2797,0,45,-45,90,90,-45,Quasi-Isotropic,185.976,0.002657,0.39852,1.031,No Fail
1038,43.3,0.2,3469,0,45,-45,90,90,-45,Quasi-Isotropic,326.589,0.004666,0.69983,1.433,No Fail
1039,43.4,0.2,2011,0,45,-45,90,90,-45,Quasi-Isotropic,174.735,0.002496,0.37443,0.999,FAIL
1040,43.5,0.2,4772,0,45,-45,90,90,-45,Quasi-Isotropic,501.306,0.007162,1.07423,1.932,No Fail
1041,43.6,0.2,2962,0,45,-45,90,90,-45,Quasi-Isotropic,245.886,0.003513,0.5269,1.203,No Fail
1042,43.7,0.2,2655,0,45,-45,90,90,-45,Quasi-Isotropic,260.254,0.003718,0.55769,1.244,No Fail
1043,43.8,0.2,4417,0,45,-45,90,90,-45,Quasi-Isotropic,444.432,0.006349,0.95235,1.77,No Fail
1044,43.9,0.2,3791,0,45,-45,90,90,-45,Quasi-Isotropic,355.019,0.005072,0.76076,1.514,No Fail
1045,44.0,0.2,2401,0,45,-45,90,90,-45,Quasi-Isotropic,165.896,0.00237,0.35549,0.974,FAIL
1046,44.1,0.2,4883,0,45,-45,90,90,-45,Quasi-Isotropic,447.342,0.006391,0.95859,1.778,No Fail
1047,44.2,0.2,3217,0,45,-45,90,90,-45,Quasi-Isotropic,269.047,0.003844,0.57653,1.269,No Fail
1048,44.3,0.2,4282,0,45,-45,90,90,-45,Quasi-Isotropic,453.702,0.006481,0.97222,1.796,No Fail
1049,44.4,0.2,4021,0,45,-45,90,90,-45,Quasi-Isotropic,422.22,0.006032,0.90476,1.706,No Fail
1050,44.5,0.2,4709,0,45,-45,90,90,-45,Quasi-Isotropic,466.5,0.006664,0.99964,1.833,No Fail
1051,44.6,0.2,3746,0,45,-45,90,90,-45,Quasi-Isotropic,344.504,0.004921,0.73822,1.484,No Fail
1052,44.7,0.2,1618,0,45,-45,90,90,-45,Quasi-Isotropic,147.158,0.002102,0.31534,0.92,FAIL
1053,44.8,0.2,4808,0,45,-45,90,90,-45,Quasi-Isotropic,435.375,0.00622,0.93295,1.744,No Fail
1054,44.9,0.2,4175,0,45,-45,90,90,-45,Quasi-Isotropic,380.836,0.005441,0.81608,1.588,No Fail
1055,45.0,0.2,4449,0,45,-45,90,90,-45,Quasi-Isotropic,444.382,0.006348,0.95225,1.77,No Fail
1056,45.1,0.2,3975,0,45,-45,90,90,-45,Quasi-Isotropic,409.239,0.005846,0.87694,1.669,No Fail
1057,45.2,0.2,3270,0,45,-45,90,90,-45,Quasi-Isotropic,351.311,0.005019,0.75281,1.504,No Fail
1058,45.3,0.2,3662,0,45,-45,90,90,-45,Quasi-Isotropic,354.707,0.005067,0.76009,1.513,No Fail
1059,45.4,0.2,3658,0,45,-45,90,90,-45,Quasi-Isotropic,318.928,0.004556,0.68342,1.411,No Fail
1060,45.5,0.2,3207,0,45,-45,90,90,-45,Quasi-Isotropic,286.914,0.004099,0.61482,1.32,No Fail
1061,45.6,0.2,3431,0,45,-45,90,90,-45,Quasi-Isotropic,370.897,0.005299,0.79478,1.56,No Fail
1062,45.7,0.2,3353,0,45,-45,90,90,-45,Quasi-Isotropic,360.933,0.005156,0.77343,1.531,No Fail
1063,45.8,0.2,4921,0,45,-45,90,90,-45,Quasi-Isotropic,517.572,0.007394,1.10908,1.979,No Fail
1064,45.9,0.2,4346,0,45,-45,90,90,-45,Quasi-Isotropic,479.469,0.00685,1.02743,1.87,No Fail
1065,46.0,0.2,4322,0,45,-45,90,90,-45,Quasi-Isotropic,397.706,0.005682,0.85223,1.636,No Fail
1066,46.1,0.2,1875,0,45,-45,90,90,-45,Quasi-Isotropic,75.774,0.001082,0.16237,0.716,FAIL
1067,46.2,0.2,2021,0,45,-45,90,90,-45,Quasi-Isotropic,190.979,0.002728,0.40924,1.046,No Fail
1068,46.3,0.2,3343,0,45,-45,90,90,-45,Quasi-Isotropic,338.08,0.00483,0.72446,1.466,No Fail
1069,46.4,0.2,2436,0,45,-45,90,90,-45,Quasi-Isotropic,154.451,0.002206,0.33097,0.941,FAIL
1070,46.5,0.2,2806,0,45,-45,90,90,-45,Quasi-Isotropic,249.054,0.003558,0.53369,1.212,No Fail
1071,46.6,0.2,3478,0,45,-45,90,90,-45,Quasi-Isotropic,328.578,0.004694,0.70409,1.439,No Fail
1072,46.7,0.2,2291,0,45,-45,90,90,-45,Quasi-Isotropic,116.032,0.001658,0.24864,0.832,FAIL
1073,46.8,0.2,4468,0,45,-45,90,90,-45,Quasi-Isotropic,414.019,0.005915,0.88718,1.683,No Fail
1074,46.9,0.2,4504,0,45,-45,90,90,-45,Quasi-Isotropic,422.004,0.006029,0.90429,1.706,No Fail
1075,47.0,0.2,1827,0,45,-45,90,90,-45,Quasi-Isotropic,88.12,0.001259,0.18883,0.752,FAIL
1076,47.1,0.2,3434,0,45,-45,90,90,-45,Quasi-Isotropic,326.623,0.004666,0.69991,1.433,No Fail
1077,47.2,0.2,1533,0,45,-45,90,90,-45,Quasi-Isotropic,137.235,0.001961,0.29408,0.892,FAIL
1078,47.3,0.2,3250,0,45,-45,90,90,-45,Quasi-Isotropic,329.374,0.004705,0.7058,1.441,No Fail
1079,47.4,0.2,4245,0,45,-45,90,90,-45,Quasi-Isotropic,417.369,0.005962,0.89436,1.692,No Fail
1080,47.5,0.2,4503,0,45,-45,90,90,-45,Quasi-Isotropic,432.441,0.006178,0.92666,1.736,No Fail
1081,47.6,0.2,3349,0,45,-45,90,90,-45,Quasi-Isotropic,350.383,0.005005,0.75082,1.501,No Fail
1082,47.7,0.2,2240,0,45,-45,90,90,-45,Quasi-Isotropic,223.689,0.003196,0.47933,1.139,No Fail
1083,47.8,0.2,4606,0,45,-45,90,90,-45,Quasi-Isotropic,408.599,0.005837,0.87557,1.667,No Fail
1084,47.9,0.2,1663,0,45,-45,90,90,-45,Quasi-Isotropic,102.496,0.001464,0.21963,0.793,FAIL
1085,48.0,0.2,4740,0,45,-45,90,90,-45,Quasi-Isotropic,519.824,0.007426,1.11391,1.985,No Fail
1086,48.1,0.2,3472,0,45,-45,90,90,-45,Quasi-Isotropic,268.757,0.003839,0.57591,1.268,No Fail
1087,48.2,0.2,4751,0,45,-45,90,90,-45,Quasi-Isotropic,526.134,0.007516,1.12743,2.003,No Fail
1088,48.3,0.2,4865,0,45,-45,90,90,-45,Quasi-Isotropic,506.079,0.00723,1.08445,1.946,No Fail
1089,48.4,0.2,4133,0,45,-45,90,90,-45,Quasi-Isotropic,385.503,0.005507,0.82608,1.601,No Fail
1090,48.5,0.2,2894,0,45,-45,90,90,-45,Quasi-Isotropic,221.759,0.003168,0.4752,1.134,No Fail
1091,48.6,0.2,2069,0,45,-45,90,90,-45,Quasi-Isotropic,198.997,0.002843,0.42642,1.069,No Fail
1092,48.7,0.2,4421,0,45,-45,90,90,-45,Quasi-Isotropic,461.697,0.006596,0.98935,1.819,No Fail
1093,48.8,0.2,4638,0,45,-45,90,90,-45,Quasi-Isotropic,469.842,0.006712,1.0068,1.842,No Fail
1094,48.9,0.2,4145,0,45,-45,90,90,-45,Quasi-Isotropic,417.548,0.005965,0.89475,1.693,No Fail
1095,49.0,0.2,4960,0,45,-45,90,90,-45,Quasi-Isotropic,538.367,0.007691,1.15364,2.038,No Fail
1096,49.1,0.2,3253,0,45,-45,90,90,-45,Quasi-Isotropic,263.433,0.003763,0.5645,1.253,No Fail
1097,49.2,0.2,1688,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1098,49.3,0.2,4435,0,45,-45,90,90,-45,Quasi-Isotropic,439.793,0.006283,0.94241,1.757,No Fail
1099,49.4,0.2,4192,0,45,-45,90,90,-45,Quasi-Isotropic,422.111,0.00603,0.90452,1.706,No Fail
1100,49.5,0.2,2888,0,45,-45,90,90,-45,Quasi-Isotropic,192.032,0.002743,0.4115,1.049,No Fail
1101,49.6,0.2,1604,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1102,49.7,0.2,4974,0,45,-45,90,90,-45,Quasi-Isotropic,524.087,0.007487,1.12304,1.997,No Fail
1103,49.8,0.2,2745,0,45,-45,90,90,-45,Quasi-Isotropic,230.568,0.003294,0.49407,1.159,No Fail
1104,49.9,0.2,3011,0,45,-45,90,90,-45,Quasi-Isotropic,208.439,0.002978,0.44665,1.096,No Fail
1105,50.0,0.2,3812,0,45,-45,90,90,-45,Quasi-Isotropic,335.919,0.004799,0.71983,1.46,No Fail
1106,50.1,0.2,3665,0,45,-45,90,90,-45,Quasi-Isotropic,389.535,0.005565,0.83472,1.613,No Fail
1107,50.2,0.2,3996,0,45,-45,90,90,-45,Quasi-Isotropic,343.739,0.004911,0.73658,1.482,No Fail
1108,50.3,0.2,2040,0,45,-45,90,90,-45,Quasi-Isotropic,194.928,0.002785,0.4177,1.057,No Fail
1109,50.4,0.2,3719,0,45,-45,90,90,-45,Quasi-Isotropic,320.837,0.004583,0.68751,1.417,No Fail
1110,50.5,0.2,2608,0,45,-45,90,90,-45,Quasi-Isotropic,184.246,0.002632,0.39481,1.026,No Fail
1111,50.6,0.2,1518,0,45,-45,90,90,-45,Quasi-Isotropic,129.396,0.001849,0.27728,0.87,FAIL
1112,50.7,0.2,2760,0,45,-45,90,90,-45,Quasi-Isotropic,254.173,0.003631,0.54466,1.226,No Fail
1113,50.8,0.2,1964,0,45,-45,90,90,-45,Quasi-Isotropic,163.281,0.002333,0.34989,0.967,FAIL
1114,50.9,0.2,3071,0,45,-45,90,90,-45,Quasi-Isotropic,306.027,0.004372,0.65577,1.374,No Fail
1115,51.0,0.2,2928,0,45,-45,90,90,-45,Quasi-Isotropic,244.81,0.003497,0.52459,1.199,No Fail
1116,51.1,0.2,2739,0,45,-45,90,90,-45,Quasi-Isotropic,285.493,0.004078,0.61177,1.316,No Fail
1117,51.2,0.2,3593,0,45,-45,90,90,-45,Quasi-Isotropic,380.011,0.005429,0.81431,1.586,No Fail
1118,51.3,0.2,2848,0,45,-45,90,90,-45,Quasi-Isotropic,262.868,0.003755,0.56329,1.251,No Fail
1119,51.4,0.2,2857,0,45,-45,90,90,-45,Quasi-Isotropic,267.854,0.003826,0.57397,1.265,No Fail
1120,51.5,0.2,4654,0,45,-45,90,90,-45,Quasi-Isotropic,508.313,0.007262,1.08924,1.952,No Fail
1121,51.6,0.2,4924,0,45,-45,90,90,-45,Quasi-Isotropic,442.208,0.006317,0.94759,1.763,No Fail
1122,51.7,0.2,2094,0,45,-45,90,90,-45,Quasi-Isotropic,142.59,0.002037,0.30555,0.907,FAIL
1123,51.8,0.2,1986,0,45,-45,90,90,-45,Quasi-Isotropic,152.625,0.00218,0.32705,0.936,FAIL
1124,51.9,0.2,3226,0,45,-45,90,90,-45,Quasi-Isotropic,310.976,0.004443,0.66638,1.389,No Fail
1125,52.0,0.2,3021,0,45,-45,90,90,-45,Quasi-Isotropic,314.972,0.0045,0.67494,1.4,No Fail
1126,52.1,0.2,3195,0,45,-45,90,90,-45,Quasi-Isotropic,292.845,0.004183,0.62752,1.337,No Fail
1127,52.2,0.2,2381,0,45,-45,90,90,-45,Quasi-Isotropic,236.483,0.003378,0.50675,1.176,No Fail
1128,52.3,0.2,3688,0,45,-45,90,90,-45,Quasi-Isotropic,372.923,0.005327,0.79912,1.565,No Fail
1129,52.4,0.2,2184,0,45,-45,90,90,-45,Quasi-Isotropic,150.873,0.002155,0.3233,0.931,FAIL
1130,52.5,0.2,2566,0,45,-45,90,90,-45,Quasi-Isotropic,255.12,0.003645,0.54669,1.229,No Fail
1131,52.6,0.2,2663,0,45,-45,90,90,-45,Quasi-Isotropic,165.672,0.002367,0.35501,0.973,FAIL
1132,52.7,0.2,4314,0,45,-45,90,90,-45,Quasi-Isotropic,403.289,0.005761,0.86419,1.652,No Fail
1133,52.8,0.2,2672,0,45,-45,90,90,-45,Quasi-Isotropic,241.044,0.003443,0.51652,1.189,No Fail
1134,52.9,0.2,4508,0,45,-45,90,90,-45,Quasi-Isotropic,403.136,0.005759,0.86386,1.652,No Fail
1135,53.0,0.2,1976,0,45,-45,90,90,-45,Quasi-Isotropic,80.265,0.001147,0.172,0.729,FAIL
1136,53.1,0.2,4815,0,45,-45,90,90,-45,Quasi-Isotropic,499.377,0.007134,1.07009,1.927,No Fail
1137,53.2,0.2,2600,0,45,-45,90,90,-45,Quasi-Isotropic,247.855,0.003541,0.53112,1.208,No Fail
1138,53.3,0.2,4891,0,45,-45,90,90,-45,Quasi-Isotropic,431.116,0.006159,0.92382,1.732,No Fail
1139,53.4,0.2,3932,0,45,-45,90,90,-45,Quasi-Isotropic,396.908,0.00567,0.85052,1.634,No Fail
1140,53.5,0.2,3516,0,45,-45,90,90,-45,Quasi-Isotropic,322.948,0.004614,0.69203,1.423,No Fail
1141,53.6,0.2,2816,0,45,-45,90,90,-45,Quasi-Isotropic,268.852,0.003841,0.57611,1.268,No Fail
1142,53.7,0.2,2875,0,45,-45,90,90,-45,Quasi-Isotropic,207.053,0.002958,0.44369,1.092,No Fail
1143,53.8,0.2,3473,0,45,-45,90,90,-45,Quasi-Isotropic,363.151,0.005188,0.77818,1.538,No Fail
1144,53.9,0.2,3410,0,45,-45,90,90,-45,Quasi-Isotropic,298.097,0.004259,0.63878,1.352,No Fail
1145,54.0,0.2,3425,0,45,-45,90,90,-45,Quasi-Isotropic,289.236,0.004132,0.61979,1.326,No Fail
1146,54.1,0.2,3116,0,45,-45,90,90,-45,Quasi-Isotropic,219.521,0.003136,0.4704,1.127,No Fail
1147,54.2,0.2,3035,0,45,-45,90,90,-45,Quasi-Isotropic,239.147,0.003416,0.51246,1.183,No Fail
1148,54.3,0.2,3925,0,45,-45,90,90,-45,Quasi-Isotropic,396.031,0.005658,0.84864,1.632,No Fail
1149,54.4,0.2,4285,0,45,-45,90,90,-45,Quasi-Isotropic,375.9,0.00537,0.8055,1.574,No Fail
1150,54.5,0.2,3248,0,45,-45,90,90,-45,Quasi-Isotropic,300.61,0.004294,0.64417,1.359,No Fail
1151,54.6,0.2,2347,0,45,-45,90,90,-45,Quasi-Isotropic,165.649,0.002366,0.35496,0.973,FAIL
1152,54.7,0.2,4003,0,45,-45,90,90,-45,Quasi-Isotropic,361.36,0.005162,0.77434,1.532,No Fail
1153,54.8,0.2,1759,0,45,-45,90,90,-45,Quasi-Isotropic,76.376,0.001091,0.16366,0.718,FAIL
1154,54.9,0.2,3177,0,45,-45,90,90,-45,Quasi-Isotropic,222.395,0.003177,0.47656,1.135,No Fail
1155,55.0,0.2,3273,0,45,-45,90,90,-45,Quasi-Isotropic,304.681,0.004353,0.65289,1.371,No Fail
1156,55.1,0.2,3921,0,45,-45,90,90,-45,Quasi-Isotropic,320.071,0.004572,0.68587,1.414,No Fail
1157,55.2,0.2,4268,0,45,-45,90,90,-45,Quasi-Isotropic,406.865,0.005812,0.87185,1.662,No Fail
1158,55.3,0.2,4634,0,45,-45,90,90,-45,Quasi-Isotropic,472.967,0.006757,1.0135,1.851,No Fail
1159,55.4,0.2,3734,0,45,-45,90,90,-45,Quasi-Isotropic,343.607,0.004909,0.7363,1.482,No Fail
1160,55.5,0.2,4191,0,45,-45,90,90,-45,Quasi-Isotropic,452.763,0.006468,0.97021,1.794,No Fail
1161,55.6,0.2,2743,0,45,-45,90,90,-45,Quasi-Isotropic,210.192,0.003003,0.45041,1.101,No Fail
1162,55.7,0.2,1655,0,45,-45,90,90,-45,Quasi-Isotropic,80.965,0.001157,0.1735,0.731,FAIL
1163,55.8,0.2,3871,0,45,-45,90,90,-45,Quasi-Isotropic,306.505,0.004379,0.6568,1.376,No Fail
1164,55.9,0.2,4134,0,45,-45,90,90,-45,Quasi-Isotropic,408.173,0.005831,0.87466,1.666,No Fail
1165,56.0,0.2,3007,0,45,-45,90,90,-45,Quasi-Isotropic,204.905,0.002927,0.43908,1.085,No Fail
1166,56.1,0.2,2406,0,45,-45,90,90,-45,Quasi-Isotropic,247.404,0.003534,0.53015,1.207,No Fail
1167,56.2,0.2,3316,0,45,-45,90,90,-45,Quasi-Isotropic,296.614,0.004237,0.6356,1.347,No Fail
1168,56.3,0.2,3513,0,45,-45,90,90,-45,Quasi-Isotropic,311.937,0.004456,0.66844,1.391,No Fail
1169,56.4,0.2,2869,0,45,-45,90,90,-45,Quasi-Isotropic,250.783,0.003583,0.53739,1.217,No Fail
1170,56.5,0.2,3560,0,45,-45,90,90,-45,Quasi-Isotropic,294.527,0.004208,0.63113,1.342,No Fail
1171,56.6,0.2,2707,0,45,-45,90,90,-45,Quasi-Isotropic,224.83,0.003212,0.48178,1.142,No Fail
1172,56.7,0.2,1866,0,45,-45,90,90,-45,Quasi-Isotropic,180.963,0.002585,0.38778,1.017,No Fail
1173,56.8,0.2,4866,0,45,-45,90,90,-45,Quasi-Isotropic,494.009,0.007057,1.05859,1.911,No Fail
1174,56.9,0.2,4792,0,45,-45,90,90,-45,Quasi-Isotropic,521.156,0.007445,1.11676,1.989,No Fail
1175,57.0,0.2,2592,0,45,-45,90,90,-45,Quasi-Isotropic,253.993,0.003628,0.54427,1.226,No Fail
1176,57.1,0.2,2224,0,45,-45,90,90,-45,Quasi-Isotropic,172.244,0.002461,0.3691,0.992,FAIL
1177,57.2,0.2,3167,0,45,-45,90,90,-45,Quasi-Isotropic,282.037,0.004029,0.60437,1.306,No Fail
1178,57.3,0.2,3939,0,45,-45,90,90,-45,Quasi-Isotropic,380.061,0.005429,0.81442,1.586,No Fail
1179,57.4,0.2,2551,0,45,-45,90,90,-45,Quasi-Isotropic,227.842,0.003255,0.48823,1.151,No Fail
